flags,instruction,category,intent,response
BQ,"i need help, i need to cancel order {{Order Number}}!",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,hi has my parcel shipped yet thanks,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hey there where is my order {{Order Number}},ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,hi status of my delivery please?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,what do i need to open an account?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,"hello, double charge on my account thanks",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,hey there the card was declined at checkout please,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,hi i need to recover access to my account!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,cancel my recent purchase!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,please track order {{Order Number}} please,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,"i need help, i want a refund for order {{Order Number}} asap",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,please i want to open an account asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,hi i want to open an account?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,please where is my order {{Order Number}}!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,"hello, how do i get my money back asap",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,too many promotional emails,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
B,hi i want a refund for order {{Order Number}}?,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,hey there password reset email not arriving?,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,hi how do i reset my password please,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,do you deliver to {{Delivery City}} please,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,i want to check the status of order {{Order Number}} thanks,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,hey there how do i register!,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,please delivery times to my area?,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,"i need help, i want to opt out of emails thanks",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,i need to cancel order {{Order Number}} thanks,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,"hello, change my email preferences",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,"hello, please cancel the purchase i just made asap",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,"i need help, locked out of my profile",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,please stop sending me marketing emails asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hey there change my email preferences?,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,my payment failed!,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
