flags,instruction,category,intent,response
BIMP,how could I get information about cancelling orders?,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
BM,I want information about cancelling orders,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,assistance cancelling my last order,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
BM,give me information about cancelling orders,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,help to cancel an order I made,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
BI,can you help me to cancel an order I made?,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,problem with canceling the order I made,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
BE,I do not want to pay for my last order,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
BI,can you help me cancel my last order?,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,I need assistance to cancel an order,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
BIM,where can I get information about order cancellations?,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,I want to cancel the last order I made,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,I need help with cancelling an order,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,I want assistance canceling an order,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,I need assistance with cancelling an order,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
BIMP,will you give me information about order cancelations?,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,I have got to cancel my order,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
BIP,could you help me cancelling the last order?,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,I don't want the order I have made,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,I am trying to cancel the order I have made,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
B,question about cancelling my last order,ORDER,cancel_order,"You can cancel an order from Orders > Cancel within 60 minutes of purchase. After that the order has entered fulfilment, so please request a return once it arrives."
